Comment,label
oppo 前陣子還在路邊通訊行作活動 行銷很重要,2
因為它們將自己打造成,2
國際企業，而對中國總部隻字不提,2
請問OPPO是美國、歐洲、韓國品牌?,2
HTC也把自己打造成中國企業啊,2
說到後門，我忽然發現我沒在用指紋的米max2指紋功,2
能失效…難道是因為錄不到我的指紋嗎,2
HTC那還能硬凹縮寫 OPPO真的猛,2
HTC真的把自己打造成中國企業就不會死成這樣了,2
那個樣子是台企標準的樣子,2
HTC輸OPPO不意外 行銷屌打,2
蘋果貴 三星貴 索尼貴又爛 TC阿素死鳥 還有什麼能買,2
？,2
因為便宜啊  台灣所得低 旗艦機一隻可能很多人一個,2
月薪水  相比美國可能只要1-2個禮拜,2
台灣人就愛中國牌啊，寧可酸爆HTC和石頭,2
跟台灣差不多薪資的國家排行有比較少中國牌嗎?,2
喝台灣奶水的跑去對岸說自己是中國人的品牌，結果,2
對岸不領情又傷了台灣人的心,2
堅持不用匪區手機,1
d得兩面不是人，不過走到今天這一步也不全然是紅,2
姨那句話就是了，低規高買連國外也是不買單,1
低規高賣...怎麼今天一直打錯字,1
真香,2
好慘喔 台灣人就是好騙！便宜就買了,1
台灣人愛買便宜貨，那阿婆三星是多便宜？oppo也不,1
都被說低規高賣，沒本事就說是消費者問題,1
差不多薪資水準的國家中國機比例都很少嗎?,2
htc也是中國人的品牌阿,2
一個8%一個6%我想中國手機已經下手很知道輕重了吧,2
要說大舉攻台也不是這麼一回事吧,2
oppo初期如果老實講中國牌根本賣不出去,2
老實說htㄈ自己不爭氣,1
被當成美國，德國牌都聽過,2
打死也不用支那品牌手機,1
n8p價格公道 功能齊全 內建台灣芯 買也是支持國貨,1
簡單來說就是便宜,1
信用是一回事，穩定度老實說oppo真的>TC,2
富士比報導 台灣平均月薪跟墨西哥差不多低,2
幹！就沒錢啊,2
國貨品管先加強,2
台灣市售機型用 MTK 的也沒幾支,2
抵制HTC，但是支持中國機，果然是我台灣人,2
反而是中國牌比較愛用,2
台灣牌+高通 VS. 中國牌+MTK,2
2017 墨西哥 聯想MOTO9.4 TCL7.12 華為6.4 中興6.02,2
:,2
以富士比薪資標準 台灣比例算相對少了吧,2
都是CHINESE,2
一堆乞丐不意外,1
抵制國產 支持台灣中國同一國的三星也是很棒,1
樓上那是在那看到的? Mobile01就一樓寫中國而已,2
對不重視資安的人來說真的不錯划算啦…可惜我在意,1
OPPO剛進來的時候還以為是歐洲品牌…,2
美國又不出安卓機，想買都沒得買呀,2
抵制HTC的人大概也不會用中國機吧？？認識的覺青不,2
是蘋果就三星，會買中國機大概是沒什麼在意中國或,2
韓粉之類的，我身邊例子是這樣XD,2
拿個蘋果就可以開嘲諷，水準真高,2
長話短說就是貪小便宜,1
覺青最愛用品牌XD,2
就一句貪小便宜啊,1
Oppo是敢砸錢做廣告，小米就便宜CP,2
因為便宜啊，製造一堆電子垃圾。,1
iphone是富士康製，不算中國製造,2
呸 垃圾,1
CP值只是好聽啦就貪小便宜罷了,1
有人倒是很小心翼翼 不敢開地圖炮齁,2
一堆人愛擔心個資外洩、被政府濫用，但講到愛用中國,2
品牌手機時，又總說自己沒什麼有價值的資訊好外洩…,2
神邏輯。,2
卓粉中階到旗艦真沒啥選擇,2
不然可能就要直接妞到石頭或索尼的旗艦了,2
日韓中階真的不能看,1
不過大多消費者可能是直接買電信配的加4-5000或零,2
元機,2
換算市價可能也才8000的空機,2
shame,1
難道你要買tc?,2
其實兩間加起來也才14% 腸粉講得好像87%一樣,2
市佔,2
小米家店週邊彼此互相加分，很多人都是某一件入門後,2
就買很多,2
家電,2
窮,1
嘻嘻,2
cp質吊打山腥,0
Oppo不就靠美肌,1
台灣人喜歡用各種東西換取CP啊,1
不要分那麼細 大家都是支那人,2
簡單來說就是因為便宜的關係,1
diu臉,1
正確 看板上一堆見規格眼開的在推支那機就知道,2
真的人喔 千萬要珍惜自己和身邊的人啊,2
只有中牌支持台灣聯發科，希望台廠也能用上Mtk di,2
mensity 1000+,2
便宜好用不用當盤子 怎會不賣,0
看到那麼多台灣人賤到連沒幾千都要省就覺得可悲,1
cp值導向，所以台灣能遮雨鐵皮屋多,2
cp值高 便宜規格好 順暢好用 台灣手機笑死人,1
國慘的價格也沒很愛國憑甚麼無條件愛他,2
不到10趴是在嗨什麼XD,2
台灣不在乎的中國品牌的人，將來肯定不會上街頭啦,2
看科技新聞是啥鬼...手機不就是看規格和價格?,2
一樣的價格去當子龍就是科技新聞修練有成嗎?,2
只用apple或sony......,2
舔中柯韓粉意外嗎？,1
手機是拿來用的 當然選CP值高的 信仰是有屁用,0
某人這裡不是8掛哦,2
137樓準備88,2
什麼都可以扯政治到底多可撥,1
好丟臉哦天啊,1
可撥中國台灣人,1
手機便宜，個資隨便，還好我用Apple+Asus,2
鄉民的邏輯：罵繳稅給台灣的hTC是「中國人的手機」,2
，自己卻爆買真正的中國品牌。罵賺人民幣回來繳稅,2
給台灣的藝人舔中，結果自己卻努力外流新台幣給中,2
國。,2
就沒錢啊...,1
723 888888哈哈哈 在亂推文啊,2
用更低的價格買到一樣的使用體驗94爽,0
中國製造？是指iPhone嗎？,2
2020Q1世界手機市占率 小米和OPPO都是8%,2
換算起來台灣比例算很低好嗎,2
是台灣有錢人太多 一堆人買APPLE,2
便宜又會堆料讚,0
APPLE：笑而不語,2
就整天可憐只在意CP值的代工思維華國人阿，意外嗎？,1
就台灣人沒錢啊，有能力買三萬的手機，誰想買一萬的,1
就只是要便宜其他的不管而已,1
CP肥宅們,1
身邊有覺青 不過電動機還是用華為,2
物美價廉，消費者無祖國,0
因為台灣薪水低阿~,1
其實這些手機OS幾乎google 零件一半都是台灣生產,2
Dram flash mic spk 鏡頭 cpu 銅箔導線 連接器,2
os 基本都是GOOGLE授權，如小米瀏覽器部分被改,2
便宜又會行銷，很打中臺灣人,1
改用其他瀏覽器即可,2
再來低端人口也毫無秘密可言,2
Dram flash mic還台灣生產咧,2
重點就是便宜好用啊，台灣就是沒辦法做出來啊還怪消,0
費者勒，選擇少的可憐，無論什麼價位帶的手機選擇大,2
概有一半都是中國機,2
問那些用oppo又反中的可能還不知道oppo是中國企業,2
萬元內還有三星A系列可以選吧,2
不是因為小資跟長輩族群人數多的關係嗎？,2
說實在的啦，台版的至少比26版安全不少，26版真的一,1
堆後門授權都開的,2
便宜好用啊 然後多數人沒啥機密可偷的,0
有機密可偷的人 去用小米這種便宜貨 腦子也真的差,1
就窮呀!!! 20年來經濟最好的一年,1
買手機也在窮不窮的...真夠閒的,2
中國機便宜又好用，是不爭的事實。,0
誰他的不在意。要不是國內廠商不爭氣拿中階級的水,2
準賣高階機的價格，當台灣人都盤子，另外一家則是,1
軟體寫那什麼鬼,2
結果蘋果+三星就超過一半了，是有差膩,2
我也很好奇，去路上問知道OPPO是中國牌嗎,2
https://i.imgur.com/7MHSayZ.jpg,2
蘋果，三星，Oppo(realme)，Asus，Htc我都用過,2
這樣哪裡熱賣？跟大部分其他國家市佔率沒差多少吧,2
Oppo是中國機中最低規高賣的...,1
看樓上那張圖 安卓一堆中國雞 除了snsv跟SQNY之外,2
沒得選擇了 就是這麼簡單,2
好香,2
通訊行都推OPPO啊，好幾個人拿OPPO跟我說這隻很好（,0
但看起來不太會用,2
手機店只會推對他們來說利潤最高的，不一定最好用的,2
電信門市櫃台常聽到推oppo的女店員 說自己也用,2
!!,2
https://i.imgur.com/1C5QCa6.jpg,2
不過三字頭 感覺很難賣..,2
要CP值或是個資，要自己取捨,2
又在情感勒索，真討厭,2
3字頭左右有CP值可言嗎,1
中國買空機都快3字頭了(台幣)何況賣台灣,2
OPPO一直都沒CP值吧,1
oppo 目前有CP值的就Reno 10倍變焦版吧,0
沒cp值又要個資的盤子機,1
三字頭的OPPO跟SONY哪個比較香,2
OPPO 三字頭？？ 厲害厲害 品牌溢價屌打三星,2
台灣開價大概 35k，首發送東西,2
手機三萬以上都很難賣,2
"10x才有cp值,8g256m不到12000",2
終於要來了,2
這是目前唯二可以同時2k120Hz吧,2
要買盤子也不會買這台,1
要當盤子我寧可選Sony,1
3字頭是誰給的勇氣==,1
2都買不下去了還開到3,1
3字頭？那我會想換水果,1
oppo3字頭誰買-.-,1
現在國行大概24K吧,2
看來很難壓在29999內…,2
三字頭就買三星蘋果啊誰買中國機,1
規格似乎是12g512gb?,2
這台這麼貴的點是什麼?,1
拍照跟s20 ultra不相上下,2
只差samsung logo,2
這台有120HZ和MEMC補幀，還沒看過蠻想去現場看看效,2
果,2
對看動畫和球賽聽說有差,2
低能兒才花3萬買中國間諜雞,1
這台不是今年最普通的旗艦嗎？廣發機給評測，結果優,2
點說的很保守,2
感覺會開到3萬以上，原價RMB6999,2
呵呵，硬體算頂級了。imx689就打趴全部安卓,0
https://i.imgur.com/SniQKme.jpg,2
"還有特別版12999RMB,不知道臺灣會不會進",2
科技宅男才會花三萬買O婆 不買A婆,1
現階段綠廠定製IMX689是真的很猛 大底還帶DP對焦,2
oppo三萬 我ok你先買,1
OPPO最近又開始走溢價路線嗎？ 前一陣子不是CP值有,2
回來嗎？,2
要cp值的話可能還是要選子品牌realme,2
破三萬是一定的 只是配合電信業者給多少回饋就難講,2
https://i.imgur.com/GraxrKD.jpg,2
站上三字頭哪來的CP，當然再捏一下拿真阿婆啊,1
今年中國品牌最盤的一隻，可惜不進1+8pro,1
7000rmb為何不買s20買這個,2
規格真低猛 3字初可接受,0
官網確悄悄的把find x2 偷偷移除了,2
amd在同樣的腳位上做出新的cpu,2
intel在同樣的cpu做出新的腳位,2
https://youtu.be/gqdoSHpQGU0 鍾文澤開箱,2
我可以，那個槍太可以了,0
幹卡針也太多屌XDD,0
這訂製超深度,0
...樓上你看的卡珍是18禁的嗎,2
3樓到底看到什麼,2
樓上從哪看到那麼多丁丁,2
3樓多了,2
史上看過訂製最完整的,2
買不起手機想買手錶,2
硬體真夠糞,1
太屌了吧,0
這真的很用心耶，外包裝那個很棒,0
其實不貴,0
可是量太少,0
真的用心,0
趁機賣一波,0
拔掉充電線電池只能稱5分鐘才是深入訂製~,2
EVA真的好會經營,0
推三樓好眼力,2
中國手機,1
好心動 可惜是OPPO QQ,1
3樓XD,2
OPPO pass,1
買,0
這台以後會漲,0
除非出皮卡丘訂製版,2
18樓 XDDD,2
太醜,1
這卡針真的帥,0
下班後老闆打電話來. 不能逃 不能逃 不能逃 不能逃,2
這台看起來收藏價值很高,0
這耳機看起來蠻精緻的,0
好讚,0
要是Sony 一定買爆 可惜是0pp0,1
中國手機,1
可惜是oddo,1
qq,1
這個真的在台灣一定也是秒殺,0
很醜,1
可惜是偷兒中國的手機 先pass,1
真的潮 再推一次,0
充電器拔掉會倒數5分鐘嗎,1
牛,0
說個笑話 中國仇日,1
初音不過是軟體的那個嗎,2
心動動,0
這種媚日機賣得了嗎？,2
當然 他們愛死日本了,2
手機不好看沒興趣，想要卡針www,2
這買來直接收藏都值得,0
台灣買的到嗎,2
用心給推,0
18樓說的是,1
那個卡針我可以,0
人民幣不會寫嗎？,2
幹也太帥,0
精日份子,2
這真的心動 猛,0
卡針有創意 不是單純改個配色、印個圖案 算有誠意,0
心動 可惜是中國品牌,2
真香 很多人崩潰,2
為了電影版行銷吧,2
再多來一點考驗信仰的東西,2
4399耶！買了,0
原來不是台幣,2
那個出擊也太出戲,2
靠 想買,0
真香,2
宅爆…,2
18樓xD,2
這卡針真的要夠粉才會想到要作XDDD,2
幹太香了,0
我單買卡針,0
錢包補完計畫,0
真的有用心欸 那卡針專業,0
照機器人大戰，拔掉充電線，五分鐘後沒電進入暴走,2
讚讚讚，一支手機，三種玩法,0
中國狗的手機死都不用,1
小粉紅快去舉報精日份子啊XD,2
真香,2
劇場版一延再延，終於要上映了吧！在疫情復甦這時,2
間點談授權，應該是不貴才對∼,2
搞不好還有補貼?,2
老實說 這台看的出用心 不是單純換個顏色跟印個圖片,0
而已,2
這手錶買來台灣使用會有什麼限制嗎？,2
很棒，不過是垃圾oppo做的所以依然是垃圾。,1
會彈射嗎,2
去舉報台灣就有便宜貨可買了 我收XD,2
超讚，不過我寧可去買新幹線EVA版~~,0
手機預設鈴聲是快樂頌嗎？,2
可惜是oppo 不買惹,1
不能逃,2
想買卡針,0
sony不需卡針沒這個煩惱,2
想要手錶跟手機~~~,0
匪機,1
槍卡針很讚，如果有上色就更棒了,0
買的到嗎？ QQ,2
可以只買卡針嗎？,2
這客製化真的有用心,0
不過也能看出oppo肯砸錢，很有雄心壯志,0
朋友被挖走 最基本兩倍 多的四倍,2
這樣聯發科長期不利吧,2
soc很難做啦,2
海思被封殺大概沒救了soc只會剩蘋果和高通啦,2
不評論就是有啊，沒有的東西直接說沒有就好了啊,2
誰會評論沒有的東西？,2
三星怎麼樣不予置評，華為？？呵呵，瞎子吃湯圓,2
oppo的目標應該是取代華為,2
不是說三星關掉德州的獵戶座開發團隊了嗎,2
oppo手機不怎樣，靠著美肌就賣的好，真奇怪,1
不敢想像還有比發哥更爛的SOC,2
呆了才自研晶片，華為被美帝毆成相機。,2
認真講，華為會被美國修理，也是因為他自己有做不該,2
做的事，要是只單純拼技術，美國也不能對他動手,2
傻了才做手機晶片 看上一個想跨行做晶片的小米,2
看看小米那個朋拜啥小  確定要自研發晶片嗎,2
發哥已經不錯了，難道你要用展訊大唐RK嗎,2
挖主管過去到底...,2
認真說 你有了技術習皇需要余文，藍綠廠有勇氣拒絕,2
？中興 華為 絕對不是最後一個黨器,2
自己做晶片只會增加庫存風險跟生產成本,2
像小米那種賣成本價的做不來 oppo反而還比較有機會,2
oppo小米這種量根本不怕買不到想要的規格的晶片,2
要聯發科或高通專門開個案子幫你量身定做都行,2
朋友四倍 快破千了,2
還是我的A10 fusion耐用，oppo去挖角apple工程師啦X,2
D,2
Q：也是找台積電做晶圓嗎？,2
挖了這兩個重量級的!!理論上 很快就複製了,2
oppo做晶片頂多跟小米,2
一樣不成氣候，,2
買Arm與mali授權來做晶片不會太難,2
難得是商業要成功，分母要夠多,2
否則只是平白增加自己成本,2
高通跟發哥沒有自己做手機,2
不會跟晶片客戶搶生意  客戶放心,2
但小米oppo的位置就尷尬了,2
自用的量不夠，又沒啥機會賣給對手,2
還不如跟找高通或發哥幫自己訂做,2
不去擔心產品失敗或庫存,2
除非大陸的半導體技術也跟上，不然華為的例子...,2
那是現在 以前oppo真的都是盤子機,1
品保好規格差 也傻傻用到Android版本快掰了,1
其實比起你堆多少料多划算 消費者更要求的是你產品,2
盡量不要出事吧,2
不然香到炸兩年就出問題要換 也沒比較省 很多成本跟,2
多花的錢是隱性的,2
現在產品線明確了 Find真旗艦 ACE技術指標 Reno代替,2
之前R系列的盤機 A系列就還是照舊...,2
缺點是重量真的完全不行…,1
至少解決了華碩BUG多跟品管差的問題,0
這篇也是因為買到規格上來後的oppo啊,2
oppo 轉捩點大概是R17pro,2
而且本來安卓會卡頓的形象很大程度是來自於便宜手機,2
oppo現在除了更新,2
不然除了國籍不然想不到他哪裡輸tc asus,2
中國機就可惜在有穩私疑慮，不然oppo的低出包率看起,1
來是的確可以是選項之一,2
至於以這篇入手價二萬二來說，好像對手也不應該只是,2
zf6吧(?),2
另外，雖然zf6的cp值跟翻轉鏡頭雖然受不少肯定，但,0
沒記錯的話，過熱跟機構問題其實蠻早就都有一直被提,2
了，不覺得zf6有在ptt被捧上天的情況,2
安卓一年必卡是用很久以前還是多爛規格阿？,2
ZF6跟Reno 10X都是去年六月上市的>,2
我當時也是兩支在選來選去後來決定買ZF6,2
當時台灣買的到的S855只有這兩支跟持續缺貨的小米九,2
我也沒考慮要買小米九，雖然便宜一截但水滴還是礙眼,2
三星的S10系列台灣上的還是Exynos 9820不可能買,2
所以那個時間點想買新旗艦其實選擇真的還蠻少的,2
reno10x 台灣的價格跟屎一樣== 對岸2799有聯保,1
10X看拆解就知道為了散熱堆多少料,2
有資安爆炸的小米跟華為最多，歐家反而相對少雖然,2
笑料高。,2
但拍照就沒到旗艦水準了，那個變焦實用性到現在S20U,2
依舊,2
oppo最大的問題還是在系統維護上,2
覺得Reno系列很好看 很喜歡背面跟顏色,2
作業系統把中國那套搬來台灣用反而很麻煩,2
這種軟體層次的東西不是你試用個幾分鐘可以查覺的,2
兩台電子垃圾再比 笑死人,1
oppo是可以靠賣手機獲得足夠獲利的廠商，小米價格屠,2
夫硬體賺不了什麼錢當然就從用戶個資和廣告下手,2
oppo在步步高集團的手機中，是屬於高價品牌,2
手機溢價當然就特別多，說難聽就是價格盤,1
那個f4說兩台都是電子垃圾的你用的又有多好,2
哈 我之前就有說ZF6很不適合玩遊戲啊 鏡頭熱起來很,2
燙,1
然後OPPO我真的是用不慣ColorOS 不懂為啥連基本的動,2
畫0.5倍都一直幫你改回去 還有一些電池的東西要設,2
手上的A75s 裝了一鍵鎖定螢幕程式後，會發生點螢幕,2
兩下「開啟鎖定螢幕」功能消失。另外，開啟開發者,2
功能模式時，會一直提醒說這樣做會影響系統，可是,2
我只用來關閉過場動畫而已啊！,2
之前我5z被死亡sim卡騙，就說華碩等於手機福特,2
我不是在送修子龍的路上，就是在修子龍,1
oppo之前我告知也是被罵，板上太多子龍業務,2
笑死，華碩明明在板上黑的要死，又變成人人都業務了,2
？當初我這兩隻也都有去體驗，選ZF6用到現在都很正,2
常，自己體驗個三小時就可以把華碩抹成這樣，真的笑,2
死人,2
版上子龍任務這麼多還敢買 不是業務就是死士,2
樓上是在指稱我是業務嗎,2
我用發哥IC的R15兩年了 也一樣很順沒卡頓,2
手機板你也敢信？被板上捧成神機的都沒好下場。,2
這版不是料堆滿，價錢低，就會被捧嗎，剩下就看誰洗,2
的比較用力,2
iphone11也是用雙層主板 怎麼沒聽到果迷出來抱怨過,2
熱的問題 就ZF6問題最多 要玩遊戲有出ROG讓你買,2
你不買散熱最強的遊戲機ROG 然後出來吹噓10X?,2
升降鏡頭入塵的問題  這篇完全不提 也是很厲害,2
板上明明就是華碩tc每次出現都會被酸。還是是我活在,2
平行時空,2
只要是雙層主板的手機 很容易就變成暖寶寶,1
沒人信????????要抹之前 請先估狗做功課 呵呵,2
ip11跟zf6熱的地方不一樣啊，你玩遊戲手一定是放兩,2
側不是中間。玩到會燙手跟斷訊差不多賭爛,1
樓上兩位在說什麼...,2
原本也有考慮reno10的 但看在更新快獨家功能多,2
的份上還是選三星 雖然不更新是穩定但少了點樂趣,2
推oppo，個人用reno3p很滿意,0
臺灣銷量應該是ZF6勝啊，這時又有人要說現在板上是,2
反指標了,2
Zf6復位問題早就透過更新解決，很久沒復發過了,2
過熱的話，我自己還沒遇過，畢竟我沒有玩大型遊戲,2
平行時空嗎？ZF6啥時被推爆了？？過熱不是展示機被,2
板上一堆人黑的很慘嗎呵呵，酸良率低就笑笑沒差，嘴,2
過熱是在雲嗎顆顆,2
然後zf6明明就被版上黑爆，哪來的人人都業務員,2
還有人一支5z狗幹到現在，你說他被推爆？都直接違,2
反版規嘴人業務了顆顆,2
同樣都對岸牌子 這牌就沒資安問題 真是神奇,2
這個版不就zf 版,2
ZF6螢幕LCD、主攝沒OIS，但UI比color OS好用多了，,0
相機功能也是，reno 10x相機拍照比例竟然沒3：2可,2
選，設計者是沒用過單眼相機嗎？,2
那跟 rog phone 2 比呢？,2
我本身用10X，另外的缺點還有手機厚重，快充都特規,2
，用行動電源無法快充。此外，很穩定省電，螢幕漂亮,2
，拍照效果不錯，遊戲很少過熱用，得算滿意,2
R15前確實很盤子，所以我買vivo,1
不買狗機,1
華碩天天被酸出任務哪裡捧到天上了= =,2
我去看你去年的問機文 也根本沒有被捧上天啊問號,2
早就給拒絕了,2
看了一下以前的文，明明每一篇底下都在狗幹華碩你,2
竟然可以看成推爆，真的是黑人問號,2
find 7也不錯啊,0
"老婆用Reno 2,抱怨只有是中國機跟側邊按鈕容易誤觸",1
。,2
電子垃圾還妄想跟兩大龍頭比喔呵呵 盤子欠宰,1
會相信板上推薦的根本是自己蠢被騙,1
一堆帶風向沒用過在那亂推,2
剛出來就買了，用到現在除了color 換成nova 外，其,2
他都沒問題，買前問過許多人，看來穩定是oppo很大,2
的特色之一,2
R系列年代一堆高規低賣盤子機，又靠行銷跟佣金衝出,1
不錯的銷量，當然會被酸…,2
板上始終有人在帶子龍機的風向 害一些人真的買來出,2
任務,2
現在品牌拆分後定位明確，處理器跟相機也比較對得起,2
價格才好多了,0
穩定幾時成優點了 板上不是一堆人靠腰手機不更新,1
板上酸紫龍，有捧？,2
從初代intel真子龍機到從來zf3後品質提升很多都還是,2
一路被酸子龍，說捧的可能是以為說子龍是稱讚吧?,2
不是所有人的需求或評價都要跟你一致才叫有參考性，,2
那不叫參考性、那叫同溫層，oppo即便以現在的價格來,2
看都還是偏貴的選項，只是品質看起來不錯、能是個選,2
擇，而且也要挑規格好的那些，低規的那些值得推?,2
高規低賣不好嗎？,0
你一個人在三創佔了三個小時以上的手機？？,2
因為oppo中國牌,1
ASUS便宜沒好貨...萬元手機都很容易壞,1
幫父母各買一支 不到半年耗電超誇張,1
家人之前華碩手機用一年多耗電誇張，看看這電池用,1
料品質.....,2
相機各家大同小異？,2
光這句就知道你不內行,2
oppo Reno z 很順暢又省電，滿意,0
平行時空喔 ？   ASUS/ZF 在板上明明就被嘴爆,2
過熱罵 / 翻轉鏡頭罵 / 連董事長講啥也可以酸,2
哪時候在板上被捧上天 ？    你是 PTT 雲用戶嗎 ？,2
你拿這兩支比 價格就不一樣不是嗎…,2
有賺錢的廠商研發才會給力，zf表示.....,2
平行時空?板上子龍皇家出任務被大家嘴爆 有捧上天??,2
真的平行時空，你說被嘴是出貨之後（大概都兩個多月,2
了），我是說剛出的時候,2
當時先被捧上天，捧到缺貨,2
後續其實也還是很多碩粉,2
zf6這價格/規格現在來看還是不差啊，就是機構問題讓,0
人詬病，而且捧上天這件事從來不是華碩有得過的待遇,2
吧,2
到底哪裡捧上天 平行時空嗎,2
去爬你去年的問機文也根本沒有捧上天,2
https://i.imgur.com/V55yLmV.jpg,2
笑死，板上公認的碩粉除了教主(更何況教主還叛教),2
剩下也只有我比較常出現了好嗎，最近還出現一個狂粉,2
了不起也就三個，你說很多碩粉？碩黑倒是隨便抓一堆,2
oppo早期都是被酸廠妹機跟萬年不更，結果只看外型也,2
在ol中打出一片天，萬年不更在女性跟老年人也是優點,2
，但是第一個特點在這裡是sony跟apple優先討論，第,2
二個是這邊的禁語，所以討論度會被壓死。,2
卵石在zf4跟5把子龍的討論壓得很低，因為這時間只要,2
子龍一出就被罵有改了是要怎樣。zf6最早都是銷售量,2
不足買不到，後面就算把對岸機黑掉，也不能檢論子龍,2
，畢竟時間點太敏感，結果就是搞到討論度太低。,2
直到前陣子銷售量出來才知道卵石炸掉，各種早知道就,2
出來了。,2
就算他性價比飛天，資安問題還是不敢用，另外都破2,2
萬了，除了蘋果其他不考慮！,2
結果你根本沒拿過ASUS 是要比什麼,2
"老實講你根本沒用過zf6,我也沒有，我拿n10+,ㄏㄏ",2
絕大多數人上班日 帶se電量絕對足夠，上班可以打混,0
玩手機的  其實se低電量充電速度很夠用了，看漫畫用,0
到6.5吋還是太小     反而se攜帶便利性 機動單手操,1
作輕鬆多了,1
6. 5看漫畫不夠？？？,1
6.5>>>4.7 毫無爭議,1
哇塞 SE可以吹成這樣 不愧是蘋果,1
實體漫畫書約8.1吋 6.5吋的確不夠...,1
更正 8.7吋,0
ipad看才夠吧,0
一樓把11跟11Pro Max講的一文不值,1
續航墊底的都可以說成夠用，你每天都上班，不會出,1
門旅遊也不會長時間在戶外？,1
看漫畫至少要ipad mini啦 然後如果是那種公事才用,2
手機的長輩 se是很好的選擇,2
叫長輩看4.7小螢幕？別為難長輩的眼睛好嗎,1
認同這篇~,0
出門旅遊  是看風景  不是看手機.....車上都用平板,2
導航    只有拍照吃電，我不像女人一個點拍幾十張再,2
挑  再修圖的,2
出門觀光回飯店都剩30%以上,2
漫畫8.7吋是4：3 遠比18：9的6.7吋大非常多,0
SE真的是滿普通的一隻手機的，厲害的地方是LOGO,1
6.5吋不夠 難道4.7吋+超厚額頭跟下巴就夠？,1
看漫畫我推薦ipad,0
蘋果生態系的話 se2才1萬初 配ipad air4 剛好,0
se2大概就在捷運聽音樂 打電話跟line用的,0
非蘋果生態系 就別買se2了,1
A13的性能可以拿來剪片，s730能幹嘛?,1
拿iPhoneSE剪片？,1
我怎麼看原原po的需求ipadmin5最實際,2
723中肯！,2
拿SE剪片是要測試看是掉電的速度快還是輸出的速度,1
快,2
SH跟723互捧欸 好扯喔！,1
se2就是一個硬體互相矛盾的配置，A13強的意思就是耗,1
電快，然後電池卻是給超小只適合輕度使用，那到底這,1
隻只能輕度使用的手機要A13幹麻?,1
要是se2都能講成絕大多數上班日常夠用，那大概市面,1
A13製程也先進 相對也省電好嗎,1
上很難找到電量不夠用的手機了,1
而且iPhone 你買兩萬以上的 訊號也不會真的好到哪,1
裡去 我是不懂se這種隔壁班全新不用12000的手機為,1
什麼可以被講成跟垃圾一樣XD,1
續航啦* 訊號應該有很爛 另外如果你要用熱點就千萬,1
不要買iPhone!,1
製程先進要能省電那也是要看你拿來做什麼，電量一千,1
"台灣高速公路限速只有100, 買法拉利可以幹嘛？",1
人家平常通勤，幾個月下賽道跑一下不行嗎？,1
有A13就一定要整天全開操作喔,0
八這麼小的電量，光螢幕開著什麼事都不用做把電量噴,1
光的時間就是只能用比別人少,2
平常上班只當通訊工具，回家插著電玩一兩小時不行？,2
不然實際續航測試數據可以拿出來論證一下啊,2
續航數據爛就擺在那邊，都能吹成這樣,1
要照這所謂se2都能稱作上班日常肯定夠用的說法，我,1
倒反而好奇有那一隻是會不夠用的了,1
上班只能當通訊工具，那要不要乾脆回頭用傳統手機更好?,1
阿就是夠啊，上班都在用電腦， 是要不夠什麼？,0
上班當通訊工具，下班當遊樂機不行喔,0
上班一樣都可以滿足，幹嘛買A71忍受下班也很慢,1
整天都有這種指點別人要怎麼用， 買法拉利就是要飆,2
不然乾脆去買Toyota就好的莫名心態到底是？,2
"買法拉利我想慢通勤、要飆都可以, 買toyota可以嗎?",2
se2好意思稱自己是法拉利? 就算把a13當法拉利引擎，那se2就好比是把法拉利引擎塞進一台家用車甚至講成，摩托車都不為過，只有那顆引擎是能幹麻?,1
好了啦，不是法拉利也是重機,2
MotoGP能騎到350km你知不知道,2
你車體是家用車、輪胎也是家用車、塞一顆法拉利引擎的零組件這麼一回事的機子嗎?,2
就自以為可以真的當法拉利開了?,2
se2不就是把iphone11的cpu塞進其他幾乎都是iphone8,1
所以都回家了，是哪裡不行，不能插著電玩喔,2
裝了法拉利引擎的家用車也比toyota強啦,2
我就問你A71和裝了A13的A71你要買哪一隻啦,2
A13很省電好嗎？我用SE比安卓3000mAH用的還久,0
a71的電池大那麼多，裝A13當然很棒啊，問題就是se2的電池就只有一千八嘛，到底是想唬誰,1
再怎麼省電，一千八也不會變三千更不會變四千五,1
續航數據各大測試都有，是當大家都沒眼睛看?,1
啊人家搞不好就夠啊，電量再多是有用喔,1
人家又不是你，上班都在滑手機。,2
白天工作、晚上讀書、假日批判。電量夠用就好順比較重要,2
先聲明一下，你要唬se2夠用如何如何那還有得你隨便講，講到我身上來請問你是我誰知道我上班都在滑手機,2
現實就是se2熱賣啊 以蘋果生態系來說就是便宜好用,0
講的se2多爛多爛 這邊就是反指標 爛不會這麼多人買,0
→ DemonElf    上班只能當通訊工具,2
對你來講上班的手機好像不是通訊工具啊,2
好像只有自己最聰明 最cp  現實就只看銷量拉,2
大部分人上班都是這樣，甚至放在置物櫃裡面的,2
不然你上班都拿手機幹嘛？,2
→ maplefff    上班當通訊工具，下班當遊樂機不,2
通訊也可以吃很多電诶... 也不是所有人都產線工作吧,2
你夠，別人的工作型態不一定夠,2
痾，所以你貼哪段是? 所以你上班都拿手機在幹嘛?,2
好一個做賊的喊捉賊的行為,2
